 NPM(K)    PM(M)      WS(M)     CPU(s)      Id  SI ProcessName
     16     3,13      14,23       0,00    3976   0 svchost
     19     8,90      17,32       0,00    4108   0 svchost
     87     2,95      11,82       0,00    4168   0 svchost
     11     2,13       8,05       0,00    4188   0 svchost
      7     1,64       6,55       0,00    4304   0 svchost
     26    15,60      29,84       0,00    4368   0 svchost
     23     2,92      10,12       0,00    4376   0 svchost
     14     2,66       7,91       0,00    4384   0 svchost
     16     2,92      10,65       0,00    4392   0 svchost
     24    12,14      20,73       0,00    4412   0 svchost
     12     2,35       8,94       0,00    4520   0 svchost
      9     1,53       6,54       0,00    4612   0 svchost
      8     1,56       7,00       0,00    4664   0 svchost
      7     1,24       5,49       0,00    4856   0 svchost
     26     3,53      13,14       0,00    4884   0 svchost
     18     3,67      16,93       0,00    4908   0 svchost
     12     2,27       7,32       0,00    4956   0 svchost
      7     1,31       5,32       0,00    5216   0 svchost
     15     5,93      16,41       0,00    5232   0 svchost
     10     1,91       7,93       0,00    5588   0 svchost
     18    12,14      23,66       0,00    6004   0 svchost
     23     2,36       7,64       0,00    6184   0 svchost
     11     2,38       8,50       0,00    6216   0 svchost
     12     2,39      10,46       0,00    6988   0 svchost
     11     1,98       8,59       0,00    7120   0 svchost
     20     8,50      28,27       0,97    7628   1 svchost
     24     9,00      35,29       1,72    7796   1 svchost
     16     4,56      22,00       0,00    7976   0 svchost
     25     5,72      20,78       0,44    8452   1 svchost
     23     4,76      17,29       0,00    8524   0 svchost
      8     1,67       7,39       0,00    9444   0 svchost
     11     2,53       8,86       0,00    9508   0 svchost
     13     3,34      16,96       0,23    9764   1 svchost
     15     2,98       9,84       0,00   10648   0 svchost
     16     4,21      14,34       0,00   11548   0 svchost
     10     1,78       8,83       0,00   11976   0 svchost
      7     1,37       5,59       0,00   12164   0 svchost
     12     4,29       9,41       0,00   12200   0 svchost
     12     2,55       9,33       0,00   12796   0 svchost
     11     2,29      13,38       0,00   12856   0 svchost
      8     2,93       8,55       0,00   13436   0 svchost
     73    20,64      22,95       0,00   13972   0 svchost
      9     1,55      10,56       0,00   13980   0 svchost
     20     6,83      21,00       1,16   13988   1 svchost
     14     5,75      20,00       0,00   14464   0 svchost
     11     2,62      10,96       0,00   14860   0 svchost
     27     6,45      17,47       0,00   14916   0 svchost
      0     0,20       2,79       0,00       4   0 System
     41    24,56      16,68       1,69   13268   1 SystemSettings
     29     6,22      15,07       0,33    8552   1 taskhostw
     23    13,61      52,88       0,34   11704   1 TextInputHost
     18     8,70      19,14       0,00    4920   0 tphkload
      9     1,41       6,62       0,47    4872   1 tposd
     10     2,04       9,37       0,05   12648   1 UserOOBEBroker
     10     2,50      10,58       0,00    3908   0 vmcompute
      0 4.086,05   4.078,02       0,00    8780   0 vmmem
     24    39,36      22,17       0,00    2324   0 vmms
     39    11,25      18,44       0,00    8540   0 vmwp
     10    27,19      27,66       0,34    5096   1 vpnkit
     12    20,58      13,16       0,89    3256   1 vpnkit-bridge
     36    28,25      78,23       4,72    9980   1 WindowsTerminal
     11     1,38       6,36       0,00     856   0 wininit
     14     2,80      12,17       0,00     952   1 winlogon
     70    55,09      29,32       2,44   15316   1 WinStore.App
      7     1,25       5,71       0,00    4080   0 wlanext
     15     7,54      15,75       0,00    7096   0 WmiPrvSE
     11     2,09       8,69       0,00    9720   0 WmiPrvSE
     11     2,98       9,79       0,00   14068   0 WmiPrvSE
      7     1,29       6,54       0,02    6460   1 wsl
      7     1,31       6,56       0,08    9772   1 wsl
      7     1,35       6,72       0,05   12368   1 wsl
      7     1,30       6,57       0,03   12472   1 wsl
      7     1,39       6,73       0,00   13056   1 wsl
      7     1,32       6,57       0,02   14652   1 wsl
      6     1,12       6,14       0,02    3848   1 wslhost
      7     1,16       6,14       0,00    7112   1 wslhost
      6     1,15       6,17       0,02    7344   1 wslhost
      6     1,13       6,14       0,02    7904   1 wslhost
     12     1,32       6,14       0,02    7992   1 wslhost
      6     1,12       6,13       0,02    8148   1 wslhost
      7     1,18       6,16       0,03   12124   1 wslhost
     14     8,89      10,60       0,00    1144   0 WUDFHost
     17     9,70      21,32       0,00    1248   0 WUDFHost
      8     1,52       5,94       0,00    2460   0 WUDFHost
     48    28,96      12,22       1,55   11028   1 YourPhone
     15     3,15      15,18       0,00   13316   0 aesm_service
     25    28,77      35,41       0,52   15292   1 ApplicationFrameHost
      7     1,16       5,29       0,00    5004   0 ApsInsMonSvc
      8     1,52       6,53       0,00    4352   0 ApsInsSvc
      8     1,54       6,09       0,00    4464   0 armsvc
